Date,Today Price,Date
2019-12-05,39.959999,2019-12-05
2019-12-06,39.720001,2019-12-06
2019-12-09,39.799999,2019-12-09
2019-12-10,39.82,2019-12-10
2019-12-11,40.099998,2019-12-11
2019-12-12,39.459999,2019-12-12
2019-12-13,39.93,2019-12-13
2019-12-16,39.57,2019-12-16
2019-12-17,39.509998,2019-12-17
2019-12-18,39.200001,2019-12-18
2019-12-19,39.259998,2019-12-19
2019-12-20,39.240002,2019-12-20
2019-12-23,39.16,2019-12-23
2019-12-24,39.290001,2019-12-24
2019-12-26,39.389999,2019-12-26
2019-12-27,39.419998,2019-12-27
2019-12-30,39.310001,2019-12-30
